WKT,fid,tipe,nama,panjang
"LINESTRING (113.7162973 -8.2206277,113.7161752 -8.2209251,113.7160734 -8.2212131,113.716005 -8.2214201,113.7160023 -8.2214507,113.7160479 -8.2214679,113.716135 -8.2214931,113.7162624 -8.221529)",2031,residential,,126.848907157201
"LINESTRING (113.7170312 -8.2202637,113.7165741 -8.219943,113.7163752 -8.2198003)",2032,residential,,88.670119257479
"LINESTRING (113.6560267 -8.2206835,113.6564634 -8.2207316,113.6567226 -8.2207707,113.6570394 -8.2207981,113.6573761 -8.2208569,113.6574885 -8.2208919,113.6576454 -8.2209706,113.6578394 -8.2210569,113.6583939 -8.2213508,113.6586455 -8.2214844,113.6589841 -8.2216801,113.6597722 -8.2220917,113.6600297 -8.222225)",2033,residential,,479.822205390285
"LINESTRING (113.6770316 -8.219214,113.6760398 -8.2192545)",2034,residential,,109.445818608058
"LINESTRING (113.6617521 -8.2181068,113.6616965 -8.2186396,113.6616438 -8.219158,113.6616257 -8.2193101,113.6616071 -8.2193396,113.6615787 -8.2193593,113.6615413 -8.2193654,113.6612684 -8.2193585,113.6606553 -8.2193083,113.6599816 -8.2192473,113.6593033 -8.2191467,113.6589168 -8.2190721,113.6587839 -8.21903,113.657753 -8.2188952,113.6574918 -8.2188105,113.6571787 -8.2186726,113.6570785 -8.2186351,113.656826 -8.218569,113.656535 -8.2185252,113.6562855 -8.2184828)",2035,residential,,736.263588459166
"LINESTRING (113.6628168 -8.2180952,113.6624012 -8.2181031,113.6617521 -8.2181068,113.6613161 -8.2180445,113.6609103 -8.2179873,113.6604156 -8.2178942,113.6603766 -8.2178921,113.6603444 -8.2178954,113.6603015 -8.2179067,113.6602681 -8.2179195,113.6601828 -8.2179943,113.660156 -8.2180129,113.6601249 -8.2180161,113.6600862 -8.2180182,113.6595593 -8.2179508,113.6589903 -8.2178569)",2036,residential,,429.387857016832
"LINESTRING (113.682326 -8.2209466,113.6812359 -8.2208337,113.6808278 -8.2207711,113.6806084 -8.220722,113.6802718 -8.2206367,113.6797423 -8.2204707)",2037,residential,,290.658810407272
"LINESTRING (113.6832248 -8.2206367,113.6832522 -8.2198917)",2038,residential,,82.5062540345699
"LINESTRING (113.6807108 -8.2192419,113.680349 -8.2195805,113.6800035 -8.2199801,113.6798407 -8.2201625,113.6798159 -8.2202003,113.6797978 -8.2202342,113.6797423 -8.2204707,113.6796188 -8.220942)",2039,residential,,230.149404968604
"LINESTRING (113.6557909 -8.2226982,113.6567239 -8.2228088,113.6570156 -8.2228447,113.6572128 -8.222872,113.6575077 -8.2229149,113.6578205 -8.2229643,113.6581889 -8.2230153,113.6583066 -8.2230182,113.6584027 -8.2230114,113.6584224 -8.2229984,113.6584367 -8.222989,113.6584522 -8.2229596,113.6584783 -8.2227527,113.6585332 -8.2223777,113.6585693 -8.2220445,113.6585963 -8.2217944,113.6586258 -8.2215741,113.6586455 -8.2214844)",2040,residential,,463.214448804195
"LINESTRING (113.682326 -8.2209466,113.6828599 -8.2210268)",2041,residential,,59.5322294487278
"LINESTRING (113.6825166 -8.2198243,113.6825578 -8.2196734,113.682712 -8.2190065)",2042,residential,,93.0475415132537
"LINESTRING (113.6418167 -8.1922015,113.6414471 -8.1922895,113.6414333 -8.192291,113.6414208 -8.192289,113.641411 -8.1922824,113.641406 -8.1922737,113.641106 -8.1915508)",2043,residential,,133.812051350778
"LINESTRING (113.743397 -8.1886671,113.7433863 -8.1887362,113.7433568 -8.1887972,113.7432387 -8.1888769,113.7431315 -8.1889512,113.74311 -8.1889977,113.7431127 -8.1890839,113.7431261 -8.1891822,113.7431475 -8.1892538,113.7432227 -8.1893547,113.743403 -8.1895627,113.743744 -8.1899794)",2044,residential,,183.655102307555
"LINESTRING (113.7742902 -8.2077485,113.7744526 -8.2079045,113.7744597 -8.2079267,113.7744617 -8.2079446,113.774458 -8.2079672,113.7744489 -8.2079887,113.7744047 -8.2080286,113.7741714 -8.2082431,113.7735765 -8.2090261,113.7734934 -8.2091535,113.7734652 -8.2092278,113.7734418 -8.2092995,113.7734196 -8.2094256,113.7733673 -8.2096931,113.7733244 -8.2098384,113.7732627 -8.2100143,113.7731648 -8.2102612,113.7731085 -8.2103966,113.7730696 -8.210536,113.7730616 -8.2106335,113.7730609 -8.2111671,113.7730709 -8.2112474,113.773083 -8.2112992,113.7731072 -8.2113529,113.7731414 -8.2114014,113.773592 -8.2118014,113.7737115 -8.2119281,113.7737288 -8.2119622,113.7737402 -8.2119967,113.7737435 -8.2120365,113.7737314 -8.2120983,113.7733956 -8.2129304,113.7732209 -8.2133515,113.7732001 -8.2134015,113.7729269 -8.214102,113.7727919 -8.2144411,113.7726822 -8.2147276,113.7725279 -8.215204,113.7722207 -8.2164911,113.7721885 -8.2165893,113.7721405 -8.2166988,113.7720157 -8.2168818,113.7719458 -8.2169663,113.7718606 -8.2170838,113.7717748 -8.2172331,113.7717298 -8.2173625,113.771701 -8.21747,113.7716889 -8.2175344,113.7716204 -8.2183377,113.7716147 -8.2184687,113.7716125 -8.2184881,113.7716086 -8.2185035,113.7716024 -8.2185146,113.7715894 -8.2185277,113.7715763 -8.2185345,113.7715186 -8.2185418,113.7714335 -8.2185432,113.7711229 -8.2185148)",2045,residential,,1374.37713627374
"LINESTRING (113.7372067 -8.194896,113.7370664 -8.1960918,113.7370573 -8.1961126,113.7370434 -8.1961219,113.7370207 -8.1961266,113.7366665 -8.1961463,113.7362958 -8.1961285)",2046,residential,,220.205948827695
"LINESTRING (113.7546006 -8.1884415,113.7543317 -8.1884567,113.7543186 -8.1884663,113.7543082 -8.1884826,113.7543069 -8.1885105,113.754319 -8.1890348,113.7544003 -8.1890982,113.7544003 -8.1892642,113.7544071 -8.1893337,113.7544071 -8.1896075,113.7544116 -8.1898858,113.7544206 -8.1901416)",2047,residential,,221.691461796413
"LINESTRING (113.7539763 -8.1896299,113.7544071 -8.1896075,113.7551252 -8.1895896)",2048,residential,,126.782447022697
"LINESTRING (113.7558706 -8.1890078,113.7554752 -8.1890106,113.7551611 -8.1890286,113.754618 -8.1890269,113.754319 -8.1890348)",2049,residential,,171.170648998201
"LINESTRING (113.754618 -8.1890269,113.7546006 -8.1884415,113.7545966 -8.1878123)",2050,residential,,134.460130915853
"LINESTRING (113.7538844 -8.1849397,113.7543645 -8.1850114)",2051,residential,,53.5342552375055
"LINESTRING (113.7720551 -8.2018191,113.7720403 -8.2020607,113.772049 -8.2021131,113.7720554 -8.2021675,113.7720679 -8.202246,113.7720835 -8.2023524,113.7720912 -8.2024336,113.7720994 -8.2025624,113.7721006 -8.2026912,113.7720967 -8.2028173)",2052,residential,,110.96046547941
"LINESTRING (113.7579419 -8.183449,113.7579902 -8.1832598,113.7580586 -8.182989,113.7580928 -8.1828018,113.7581411 -8.1826166,113.7581445 -8.1825649,113.7581377 -8.1824328,113.7581445 -8.1822981,113.7581404 -8.1821912,113.7581377 -8.1821288,113.758137 -8.1820784,113.7581418 -8.1820439,113.7581351 -8.1820207,113.7579822 -8.1819065)",2053,residential,,181.984546034904
"LINESTRING (113.7584261 -8.1835167,113.7581398 -8.1834735,113.7579419 -8.183449,113.7573673 -8.1834178)",2054,residential,,117.381354829247
"LINESTRING (113.7353578 -8.2010983,113.7352565 -8.2010678,113.7350768 -8.2010147,113.7347367 -8.2009663,113.7342027 -8.2009779,113.733718 -8.2009574,113.7334513 -8.2009595)",2055,residential,,212.022370097311
"LINESTRING (113.7585367 -8.1825197,113.7585066 -8.182545,113.7584804 -8.1825575,113.7584388 -8.1825627,113.7582343 -8.1825695,113.7581445 -8.1825649)",2056,residential,,44.6492156156227
"LINESTRING (113.7730086 -8.2022465,113.7730005 -8.2021443,113.7730032 -8.20207,113.7730056 -8.201999,113.7729348 -8.2017089)",2057,residential,,60.4824013155143
"LINESTRING (113.7484831 -8.1875565,113.7483889 -8.1882073)",2058,residential,,72.7744993872347
"LINESTRING (113.7463424 -8.1889568,113.7472648 -8.189181)",2059,residential,,104.698603365099
"LINESTRING (113.7705115 -8.1744421,113.7703586 -8.1744063,113.7702901 -8.1743993,113.7701742 -8.1743817,113.7701611 -8.1743824,113.7701514 -8.1743884,113.7701279 -8.1744527,113.7701065 -8.1744912,113.7700967 -8.1744979,113.770084 -8.1745025,113.7700712 -8.1745058,113.7700497 -8.174505,113.7697208 -8.174477)",2060,residential,,96.0288504048047
"LINESTRING (113.7666343 -8.1839481,113.7666772 -8.184195,113.7666786 -8.1842799,113.7666772 -8.1843636,113.7666531 -8.1844884,113.7666325 -8.184603)",2061,residential,,73.3483871626177
"LINESTRING (113.7541109 -8.1898858,113.7544116 -8.1898858,113.755179 -8.1898588)",2062,residential,,117.835612833848
"LINESTRING (113.7694721 -8.2118565,113.7697453 -8.2117265,113.7700204 -8.2116026,113.7706221 -8.2113348,113.7713544 -8.2110259,113.7714446 -8.2110135,113.7715159 -8.2110125,113.7719164 -8.2110746)",2063,residential,,289.631297742871
"LINESTRING (113.7527364 -8.2095657,113.7526855 -8.2097409,113.7526399 -8.2098723,113.7526198 -8.2099001,113.7525983 -8.2099055,113.7525743 -8.209894,113.7520779 -8.209619,113.7517279 -8.209413)",2064,residential,,152.203375807001
"LINESTRING (113.7295018 -8.20147,113.7295174 -8.2014216,113.7295301 -8.2013968,113.7295402 -8.2013876,113.7295488 -8.201383,113.7295675 -8.2013797,113.7297264 -8.2013963,113.7298914 -8.2013943,113.7299534 -8.2013904,113.7300614 -8.2013611,113.7301318 -8.2013416,113.7301935 -8.2013217,113.730231 -8.20131,113.7302636 -8.2012983,113.7302793 -8.201287,113.7302899 -8.2012692,113.7302964 -8.2012473,113.7303004 -8.2012211,113.7303092 -8.201162,113.7303242 -8.2009613,113.7303247 -8.2008008,113.7303291 -8.2007652,113.7303444 -8.2007386,113.7303626 -8.2007169,113.7303918 -8.2006958,113.7304622 -8.2006628,113.7305023 -8.2006517,113.7306994 -8.2005966,113.7310065 -8.2005481,113.7312037 -8.2005441,113.7313961 -8.200566,113.7315938 -8.2006087,113.7316918 -8.2006271,113.7317929 -8.2006398,113.7318823 -8.2006123,113.7319138 -8.2005804,113.7319346 -8.2005468,113.7319478 -8.2005107,113.7320305 -8.2001271,113.7320664 -8.2000418,113.7321472 -8.1999296,113.7324479 -8.1996334,113.7326678 -8.1994539,113.7332502 -8.1991561)",2065,residential,,563.428141518702
"LINESTRING (113.7544071 -8.1893337,113.7551739 -8.1893182)",2066,residential,,84.5750605737802
"LINESTRING (113.7418107 -8.1838781,113.7414246 -8.1839096,113.7414088 -8.1839129,113.7414024 -8.1839282,113.7413743 -8.1841413,113.7413563 -8.1844434,113.7413429 -8.1847157,113.7413284 -8.1848843)",2067,residential,,152.51877425106
"LINESTRING (113.7462753 -8.189239,113.7468585 -8.1893921,113.747211 -8.1894727)",2068,residential,,106.387493607727
"LINESTRING (113.7361659 -8.186044,113.7361325 -8.1865558)",2069,residential,,56.764096041413
"LINESTRING (113.7321038 -8.190912,113.7321317 -8.1908521,113.732172 -8.1908176,113.732239 -8.190787,113.7322606 -8.1906218,113.7322846 -8.190439,113.7322998 -8.1902448,113.7322998 -8.1900473,113.7322351 -8.1898135)",2070,residential,,130.396419182186
"LINESTRING (113.7589069 -8.2049106,113.7588988 -8.2049345,113.7589002 -8.2049783,113.7589069 -8.205046,113.7589122 -8.2051814,113.7589243 -8.2053499,113.7589417 -8.2055397,113.7589726 -8.2056871,113.7590222 -8.2058835)",2071,residential,,109.041315608757
"LINESTRING (113.7496559 -8.1849636,113.7496586 -8.185099,113.7496264 -8.1854043,113.749617 -8.185614,113.7496157 -8.1856618,113.7496211 -8.1857349,113.7495486 -8.1857494,113.7494253 -8.1858397,113.7492992 -8.1859446,113.7491409 -8.1860892,113.7489519 -8.1861968,113.7488204 -8.1862419,113.7486434 -8.1862538,113.7483819 -8.1862379,113.7481539 -8.1862366,113.747828 -8.1862605,113.7474659 -8.1862764,113.7473103 -8.1862671,113.7472379 -8.1862366,113.7470542 -8.1860901,113.7468206 -8.1859071)",2072,residential,,425.942776597097
"LINESTRING (113.7665404 -8.2121945,113.7657839 -8.2120469,113.7654079 -8.212008,113.7653884 -8.2120067,113.7653562 -8.2119947,113.7653455 -8.2119795,113.7653368 -8.2119569,113.7653274 -8.2119277,113.7653254 -8.2119084,113.7653306 -8.2118764,113.7654069 -8.2115308,113.7654112 -8.211424,113.7653737 -8.2113748,113.7652141 -8.2113337,113.764974 -8.2113125,113.7646642 -8.2113164,113.7645462 -8.2113244,113.7644537 -8.2113722)",2073,residential,,307.780497760594
"LINESTRING (113.7489947 -8.1869776,113.7489633 -8.1876059)",2074,residential,,69.6252432540411
"LINESTRING (113.7539354 -8.1847578,113.7545027 -8.1847976,113.7548722 -8.1848335)",2075,residential,,103.653446323292
"LINESTRING (113.7716453 -8.1805263,113.7716047 -8.180533,113.7714326 -8.1805612,113.7714137 -8.1805664,113.7713999 -8.180573,113.7713369 -8.1806228)",2076,residential,,36.4906231723131
"LINESTRING (113.7712575 -8.17647,113.7708655 -8.1763404)",2077,residential,,45.5468432100034
"LINESTRING (113.7711692 -8.2150214,113.7700709 -8.2147636,113.770024 -8.2147377,113.7699958 -8.2146992,113.7699918 -8.2146693)",2078,residential,,138.949684336064
"LINESTRING (113.7718974 -8.2119075,113.7713892 -8.2118943)",2079,residential,,56.0576104109676
"LINESTRING (113.7538831 -8.1833109,113.7532434 -8.1833401)",2080,residential,,70.616886113131
"LINESTRING (113.7418975 -8.1844774,113.7413563 -8.1844434)",2081,residential,,59.7985714260902
"LINESTRING (113.7664955 -8.1813138,113.7666665 -8.1813868,113.7669193 -8.181491,113.7670883 -8.1815487,113.7671158 -8.1815759,113.7671506 -8.1816151,113.7671708 -8.1816702,113.7671761 -8.1817419,113.7671211 -8.1819994,113.7671171 -8.1820233,113.7671184 -8.1820538,113.7671379 -8.1820731,113.7671547 -8.1820843,113.7672231 -8.1821082,113.7673156 -8.1821401,113.7675409 -8.1822503,113.7673478 -8.182606,113.767278 -8.1827547,113.7672284 -8.1828994,113.7671868 -8.1830919,113.7671788 -8.1831689,113.7671721 -8.1833706,113.7671305 -8.1837914)",2082,residential,,361.174231458521
"LINESTRING (113.7598658 -8.2047008,113.7598443 -8.2046969,113.7598148 -8.2047035,113.7597732 -8.2047101,113.7597236 -8.2047234,113.759619 -8.2047539,113.7594433 -8.2048017,113.7592006 -8.2048442,113.7591094 -8.2048641,113.7590182 -8.2048774,113.7589364 -8.2048933,113.7589069 -8.2049106)",2083,residential,,108.750603582486
"LINESTRING (113.7653899 -8.1828454,113.7650116 -8.1828131,113.7646484 -8.1828129,113.7642324 -8.1827939)",2084,residential,,127.845701133143
"LINESTRING (113.7610257 -8.1964267,113.7603346 -8.1963409,113.7602616 -8.1962981)",2085,residential,,86.1386044065283
"LINESTRING (113.7653938 -8.1849184,113.7655655 -8.1849038,113.7659544 -8.1848494,113.7662695 -8.1847884,113.7665203 -8.1847525,113.7665813 -8.1847518,113.7666389 -8.1847588,113.7673397 -8.184793,113.7678386 -8.1848036,113.767895 -8.184801,113.7679613 -8.184793,113.7681987 -8.1847426)",2086,residential,,311.536163825504
"LINESTRING (113.7466995 -8.1841582,113.7464995 -8.1841637,113.745814 -8.184182)",2087,residential,,97.6832130201567
"LINESTRING (113.7645771 -8.1840636,113.7649157 -8.1840323,113.7649553 -8.1840397,113.7649941 -8.1840543,113.7650424 -8.1840556,113.7651775 -8.1840437,113.7652557 -8.1840457,113.7652707 -8.1840526,113.7652798 -8.1840652,113.7652839 -8.1840877,113.7653455 -8.1844273)",2088,residential,,119.694255790348
"LINESTRING (113.7540526 -8.1901505,113.7544206 -8.1901416,113.7551649 -8.1901313,113.755179 -8.1901236,113.7551887 -8.1901117,113.755179 -8.1898588,113.755192 -8.1897782,113.755188 -8.1897152,113.7551252 -8.1895896,113.7551182 -8.1895472,113.7551296 -8.1894908,113.7551451 -8.1894304,113.7551655 -8.1893741,113.7551739 -8.1893182,113.7551745 -8.1892754,113.7551611 -8.1890286)",2089,residential,,248.707386378676
"LINESTRING (113.7714326 -8.1801013,113.7715092 -8.1802584,113.7716453 -8.1805263,113.7716898 -8.1805909,113.7716943 -8.1806046,113.771696 -8.1806182,113.7716966 -8.1806294,113.7716923 -8.1806417,113.7716207 -8.1807065,113.7715408 -8.1807941,113.7714354 -8.1809181)",2090,residential,,108.784877852943
"LINESTRING (113.7637328 -8.182924,113.7637372 -8.1827182,113.7637338 -8.1826807,113.7637362 -8.1826691,113.7637449 -8.1826615,113.7637583 -8.1826604,113.7642357 -8.1827009)",2091,residential,,83.8562032073321
"LINESTRING (113.7533961 -8.184157,113.7539689 -8.1841645)",2092,residential,,63.1708279794739
"LINESTRING (113.7539501 -8.1838047,113.753922 -8.1837038,113.7538978 -8.1836215,113.7538737 -8.1834065,113.7538831 -8.1833109,113.7538697 -8.183149,113.7538777 -8.183068,113.753918 -8.1828397,113.7539139 -8.1827374,113.7538871 -8.1826326,113.7538536 -8.1824945,113.7538549 -8.1823989,113.7538683 -8.1822476,113.7538657 -8.1820923,113.753867 -8.1818454,113.7538898 -8.1817551,113.7539247 -8.1816516,113.7540521 -8.1811989,113.7540789 -8.1810768)",2093,residential,,307.496453436086
"LINESTRING (113.7538683 -8.1822476,113.7542318 -8.1822941,113.7544008 -8.1823206,113.7545295 -8.1823525)",2094,residential,,73.9050171825225
"LINESTRING (113.7546335 -8.1845502,113.7545369 -8.1845512,113.7539649 -8.1845574)",2095,residential,,73.7339670968815
"LINESTRING (113.7725279 -8.215204,113.7723328 -8.2151608,113.7722108 -8.2151383,113.771985 -8.215099,113.7712007 -8.214924)",2096,residential,,149.62055473974
"LINESTRING (113.7327935 -8.1860621,113.732522 -8.1858808,113.7324335 -8.185845,113.7323409 -8.1858198,113.7321639 -8.1858198,113.7315336 -8.1858656,113.7314545 -8.1858729,113.7311272 -8.1858901,113.7304594 -8.1858941,113.7304178 -8.1858868,113.730403 -8.1858742,113.7303957 -8.1858543,113.7303749 -8.1855835)",2097,residential,Jalan Yonif Raider Scaba,304.118339133498
"LINESTRING (113.764229 -8.1829525,113.7647757 -8.1829986)",2098,residential,,60.5034492863442
"LINESTRING (113.7479397 -8.1773711,113.7478755 -8.1779192)",2099,residential,,61.0743490946373
"LINESTRING (113.7533084 -8.1852283,113.7529336 -8.1852012,113.7527928 -8.1851839,113.7523558 -8.1851931,113.7523701 -8.1850097,113.7523888 -8.1847686)",2100,residential,,152.408167248386
"LINESTRING (113.7446724 -8.2071233,113.7446482 -8.2071777,113.7446389 -8.2072375,113.7446375 -8.207349,113.7446348 -8.2074764,113.7446335 -8.2075945,113.7446241 -8.2077259,113.744608 -8.2078454,113.7445812 -8.2079595,113.7445705 -8.2080485,113.7445758 -8.2081387,113.7445772 -8.2082847,113.7445919 -8.2084746,113.7446094 -8.2086219,113.7446053 -8.2087321,113.744608 -8.2088276,113.7446322 -8.2089458,113.7446576 -8.2091502,113.7446898 -8.2097117,113.7446925 -8.2102678)",2101,residential,,349.993128190431
"LINESTRING (113.7326488 -8.1896492,113.732626 -8.1893163,113.7326427 -8.1890687,113.7326621 -8.1889499,113.7326775 -8.1888895,113.7326983 -8.1888424,113.7327546 -8.1887236,113.7328358 -8.1885941,113.7329538 -8.1884242,113.7330651 -8.1881985,113.7331352 -8.1880109,113.7331442 -8.1879636,113.733157 -8.1878483,113.7331705 -8.1869058,113.733201 -8.1864467)",2102,residential,,368.01671130516
"LINESTRING (113.7320387 -8.1864002,113.7321081 -8.1862934,113.7321673 -8.1862566,113.7322667 -8.1862396,113.7323981 -8.1862356,113.7325632 -8.1862426,113.7326266 -8.1862273,113.7326813 -8.1861967,113.7327935 -8.1860621,113.7328877 -8.185905,113.7330044 -8.1857479,113.7333769 -8.185335,113.7343328 -8.1845586,113.7346245 -8.1843208,113.7348489 -8.1841323,113.7359277 -8.1832644,113.7359754 -8.1832168,113.7360209 -8.1831224,113.7360598 -8.1830109,113.7361269 -8.1828091,113.736273 -8.1824481,113.7363106 -8.1823843,113.7363455 -8.1823512,113.7363817 -8.1823299,113.7364796 -8.1822914,113.7366083 -8.182245,113.7368672 -8.1821414,113.7372521 -8.1819768,113.7373607 -8.1819051,113.7374908 -8.1817976,113.7376785 -8.1815905,113.7379146 -8.1813104,113.7383142 -8.180883,113.7384215 -8.1807609,113.7384403 -8.1807184,113.738447 -8.1806693,113.738451 -8.1803865,113.7384497 -8.1800135,113.7384711 -8.1797586,113.7384939 -8.1796206,113.7385502 -8.1793511,113.7386455 -8.1789237,113.7387259 -8.1785042,113.7387863 -8.17824,113.7388722 -8.1779756)",2103,residential,,1286.67104405706
"LINESTRING (113.7598658 -8.2047008,113.7598845 -8.2047208,113.759902 -8.2047579,113.7600428 -8.2051322,113.7600915 -8.2052779,113.7601434 -8.2054428,113.7601702 -8.205557,113.7602346 -8.2057481)",2104,residential,,123.218774860144
"LINESTRING (113.7498968 -8.1877046,113.7498474 -8.188209)",2105,residential,,56.0912617530362
"LINESTRING (113.7390094 -8.1938145,113.7389021 -8.1940717)",2106,residential,,30.8272877083748
"LINESTRING (113.7428459 -8.1863894,113.7429211 -8.185917,113.7429875 -8.1855741,113.7430182 -8.1854587,113.7430119 -8.1852471,113.743002 -8.1851461,113.7429892 -8.1851122,113.7429692 -8.185103,113.7418622 -8.1849278,113.7416796 -8.184915,113.7413284 -8.1848843,113.7409777 -8.1848536)",2107,residential,,367.388882784419
